is_interesting;Spalte1;news;category;title;summary;link;date;time;datetime;ID;;;
;195;Civil service: Is Dominic Cummings right about turnover?. Dominic Cummings says there is too much switching in the civil service. Is he right?;BBC News - UK Politics;Civil service: Is Dominic Cummings right about turnover?;Dominic Cummings says there is too much switching in the civil service. Is he right?;https://www.bbc.co.uk/news/business-50982413;(2020, 1, 3);(16, 56, 12);Fri, 03 Jan 2020 16:56:12 GMT;ff6440526a274f14a7a4fdff49628164;;;
;196;What 2020 holds for Scottish politics. After a tumultuous 2019, what does the new year have in prospect for Scottish politics?;BBC News - UK Politics;What 2020 holds for Scottish politics;After a tumultuous 2019, what does the new year have in prospect for Scottish politics?;https://www.bbc.co.uk/news/uk-scotland-scotland-politics-50852115;(2020, 1, 7);(0, 55, 44);Tue, 07 Jan 2020 00:55:44 GMT;005503512f38f130303cb133d656203b;;;
;197;State papers: New light on Major, Trimble and peace process. Files show the efforts of John Major to persuade David Trimble about the new chair of all-party talks.;BBC News - UK Politics;State papers: New light on Major, Trimble and peace process;Files show the efforts of John Major to persuade David Trimble about the new chair of all-party talks.;https://www.bbc.co.uk/news/uk-northern-ireland-50919057;(2019, 12, 30);(7, 14, 39);Mon, 30 Dec 2019 07:14:39 GMT;bcb882ac5ba92317538064cc66efecfb;;;
;198;General election 2019: Ten lesser-known MPs to keep an eye on. Here are some of the MPs who could exert influence in the newly elected House of Commons.;BBC News - UK Politics;General election 2019: Ten lesser-known MPs to keep an eye on;Here are some of the MPs who could exert influence in the newly elected House of Commons.;https://www.bbc.co.uk/news/election-2019-50786212;(2019, 12, 15);(1, 5, 33);Sun, 15 Dec 2019 01:05:33 GMT;5391b273cd9fc87cb2667ef0ed921fed;;;
;199;Queen's Speech: Plenty of pomp in dressed-down ceremony. The Queen sets out the government's plans in a ceremony rich with tradition.;BBC News - UK Politics;Queen's Speech: Plenty of pomp in dressed-down ceremony;The Queen sets out the government's plans in a ceremony rich with tradition.;https://www.bbc.co.uk/news/uk-politics-50855269;(2019, 12, 19);(16, 0, 24);Thu, 19 Dec 2019 16:00:24 GMT;ad005d54f9e922f3016a7a30fc477fad;;;
;200;Queen's Speech: Our experts react to the government's plans. The BBC's experts give their analysis of what the government is, and isn't, planning for the next year.;BBC News - UK Politics;Queen's Speech: Our experts react to the government's plans;The BBC's experts give their analysis of what the government is, and isn't, planning for the next year.;https://www.bbc.co.uk/news/uk-politics-50855289;(2019, 12, 19);(17, 0, 22);Thu, 19 Dec 2019 17:00:22 GMT;d419493d8eef22331c877c5cd85676df;;;
x;201;Queen's Speech: What is it and why is it important?. The Queen's Speech will be the second in two months.;BBC News - UK Politics;Queen's Speech: What is it and why is it important?;The Queen's Speech will be the second in two months.;https://www.bbc.co.uk/news/uk-politics-32816450;(2019, 12, 16);(14, 9, 11);Mon, 16 Dec 2019 14:09:11 GMT;a59bf040343e7f6a6232dddac5255b27;;;
x;202;Brexit and the Queen's Speech. The newly formed government has set out the laws it plans to pass over the coming Parliament.;BBC News - UK Politics;Brexit and the Queen's Speech;The newly formed government has set out the laws it plans to pass over the coming Parliament.;https://www.bbc.co.uk/news/50855549;(2019, 12, 19);(16, 18, 42);Thu, 19 Dec 2019 16:18:42 GMT;9b556453d59244cdb8245c3d0c19cfe4;;;
;203;Pramila Le Hunte: 'I tried to be the first female British Asian Tory MP'. Winning as a Tory in Birmingham Ladywood in 1983 was going to be tough, but Pramila Le Hunte gave it her best shot.;BBC News - UK Politics;Pramila Le Hunte: 'I tried to be the first female British Asian Tory MP';Winning as a Tory in Birmingham Ladywood in 1983 was going to be tough, but Pramila Le Hunte gave it her best shot.;https://www.bbc.co.uk/news/stories-50810986;(2019, 12, 18);(1, 50, 58);Wed, 18 Dec 2019 01:50:58 GMT;b47db1e9397ee1b9aba090b7a27fb9ec;;;
;204;Brexit: What would no-trade-deal mean for NI?. BBC News NI's Economics and Business Editor breaks down the implications of a no-trade-deal Brexit.;BBC News - UK Politics;Brexit: What would no-trade-deal mean for NI?;BBC News NI's Economics and Business Editor breaks down the implications of a no-trade-deal Brexit.;https://www.bbc.co.uk/news/uk-northern-ireland-50823494;(2019, 12, 18);(6, 20, 8);Wed, 18 Dec 2019 06:20:08 GMT;3e45b8e9e6d5810f8000940737cd57d9;;;
;205;The nerves and excitement of an MP's first day. New MPs talk about the pressure they face and the hopes they share as they start new jobs in Westminster.;BBC News - UK Politics;The nerves and excitement of an MP's first day;New MPs talk about the pressure they face and the hopes they share as they start new jobs in Westminster.;https://www.bbc.co.uk/news/election-2019-50811186;(2019, 12, 17);(8, 16, 3);Tue, 17 Dec 2019 08:16:03 GMT;b1bacdca41cdd8843e22be2ce94db85a;;;
;206;Six charts on Britain's most diverse Parliament. BBC analysis of gender, race and sexuality shows that the 2019 intake is set to be the most diverse yet.;BBC News - UK Politics;Six charts on Britain's most diverse Parliament;BBC analysis of gender, race and sexuality shows that the 2019 intake is set to be the most diverse yet.;https://www.bbc.co.uk/news/election-2019-50808536;(2019, 12, 17);(14, 13, 46);Tue, 17 Dec 2019 14:13:46 GMT;903d48ecddfc5e2ba645923c9b320bc4;;;
;207;Nadia Whittome: Youngest MP had been looking for temp work. New Nottingham East MP Nadia Whittome is the Baby of the House at 23.;BBC News - UK Politics;Nadia Whittome: Youngest MP had been looking for temp work;New Nottingham East MP Nadia Whittome is the Baby of the House at 23.;https://www.bbc.co.uk/news/uk-england-nottinghamshire-50808347;(2019, 12, 16);(15, 35, 34);Mon, 16 Dec 2019 15:35:34 GMT;fe92832df7254bcdf7fc8ab624972817;;;
;208;"General election 2019: Leigh's voters on 'fantastic' seismic shift. Voters in Leigh are happy to have a Tory MP and are ""hoping that there's going to be a big change"".";BBC News - UK Politics;General election 2019: Leigh's voters on 'fantastic' seismic shift;"Voters in Leigh are happy to have a Tory MP and are ""hoping that there's going to be a big change"".";https://www.bbc.co.uk/news/election-2019-50781738;(2019, 12, 13);(13, 16, 5);Fri, 13 Dec 2019 13:16:05 GMT;7a167bd7b58440581fd73a7e336febb1;;;
x;209;Social media data needed for 'harm' research, say doctors. Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;BBC News - Health;Social media data needed for 'harm' research, say doctors;Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;https://www.bbc.co.uk/news/health-51134545;(2020, 1, 17);(11, 35, 18);Fri, 17 Jan 2020 11:35:18 GMT;90ff1928e913774b4dddc8d46647b460;;;
x;210;Stroke consultant shortage 'hurtling towards crisis'. Some 48% of hospitals in England, Wales and Northern Ireland do not have the staff they need, figures suggest.;BBC News - Health;Stroke consultant shortage 'hurtling towards crisis';Some 48% of hospitals in England, Wales and Northern Ireland do not have the staff they need, figures suggest.;https://www.bbc.co.uk/news/health-51006764;(2020, 1, 17);(2, 4, 17);Fri, 17 Jan 2020 02:04:17 GMT;9beeefff27ac35cf741ad0e42d54d8bf;;;
x;211;'Alarming' one in five deaths due to sepsis. The most detailed study of sepsis shows it is a much bigger problem than previously thought.;BBC News - Health;'Alarming' one in five deaths due to sepsis;The most detailed study of sepsis shows it is a much bigger problem than previously thought.;https://www.bbc.co.uk/news/health-51138859;(2020, 1, 16);(17, 7, 45);Thu, 16 Jan 2020 17:07:45 GMT;9b4e5e370613b08721494a5692bfc8ec;;;
x;212;"Fundraising to communicate with our daughter. Provision of sign language courses for parents of deaf children is found to be ""patchy"".";BBC News - Health;Fundraising to communicate with our daughter;"Provision of sign language courses for parents of deaf children is found to be ""patchy"".";https://www.bbc.co.uk/news/uk-wales-51137810;(2020, 1, 17);(0, 3, 45);Fri, 17 Jan 2020 00:03:45 GMT;e90bcd73d9a0731ad7f33b1d6f8a1597;;;
x;213;Susan Warby: Errors in woman's bowel surgery - inquest. Susan Warby, 57, died five weeks after surgery at the West Suffolk Hospital in Bury St Edmunds, an inquest hears.;BBC News - Health;Susan Warby: Errors in woman's bowel surgery - inquest;Susan Warby, 57, died five weeks after surgery at the West Suffolk Hospital in Bury St Edmunds, an inquest hears.;https://www.bbc.co.uk/news/uk-england-suffolk-51138309;(2020, 1, 16);(19, 35, 14);Thu, 16 Jan 2020 19:35:14 GMT;db75c9e869428fddb19804fbbeba001a;;;
x;214;Scotland bid to regulate beauty filler industry. A new licensing scheme will target non-healthcare professionals who carry out work such as lip enhancements.;BBC News - Health;Scotland bid to regulate beauty filler industry;A new licensing scheme will target non-healthcare professionals who carry out work such as lip enhancements.;https://www.bbc.co.uk/news/uk-scotland-51140830;(2020, 1, 17);(10, 55, 6);Fri, 17 Jan 2020 10:55:06 GMT;fb9e57264bb68292fac0b77cb7dfed57;;;
x;215;'My sister died after taking a line of cocaine'. Research for the BBC by NHS Digital shows a huge rise in mental and physical illness linked to cocaine.;BBC News - Health;'My sister died after taking a line of cocaine';Research for the BBC by NHS Digital shows a huge rise in mental and physical illness linked to cocaine.;https://www.bbc.co.uk/news/uk-51137210;(2020, 1, 16);(20, 4, 50);Thu, 16 Jan 2020 20:04:50 GMT;fc85bc432b5a74d87f1b790640354cb6;;;
;216;NHS tells betting firms to stop 'vicious gambling cycle'. Free bets and other incentives should be banned to make gambling safer, a letter to companies says.;BBC News - Health;NHS tells betting firms to stop 'vicious gambling cycle';Free bets and other incentives should be banned to make gambling safer, a letter to companies says.;https://www.bbc.co.uk/news/health-51120456;(2020, 1, 16);(11, 3, 15);Thu, 16 Jan 2020 11:03:15 GMT;a47649daf134757d6a8520944655aa98;;;
x;217;HIV infections among gay and bi men fall by 71% in UK. New figures suggest the UK is on track to eliminate HIV transmission by 2030.;BBC News - Health;HIV infections among gay and bi men fall by 71% in UK;New figures suggest the UK is on track to eliminate HIV transmission by 2030.;https://www.bbc.co.uk/news/health-51122979;(2020, 1, 16);(15, 11, 36);Thu, 16 Jan 2020 15:11:36 GMT;c972a268d0c4a1a17647576c81d71e3f;;;
x;218;Why are opioids still given for chronic pain?. Opioids work only for some with long-term pain - so why are they still being given to patients?;BBC News - Health;Why are opioids still given for chronic pain?;Opioids work only for some with long-term pain - so why are they still being given to patients?;https://www.bbc.co.uk/news/health-51108696;(2020, 1, 16);(0, 44, 6);Thu, 16 Jan 2020 00:44:06 GMT;519b4d14f334483fd42c5ca92a0dc289;;;
x;219;Dementia: Does heading a football cause the disease?. Concerns are growing that heading a football may increase the risk of players developing dementia.;BBC News - Health;Dementia: Does heading a football cause the disease?;Concerns are growing that heading a football may increase the risk of players developing dementia.;https://www.bbc.co.uk/news/explainers-51135579;(2020, 1, 16);(16, 2, 11);Thu, 16 Jan 2020 16:02:11 GMT;5f2dd09a425d57fed3bbe5b16d1b3a86;;;
x;220;Fake drugs: How bad is Africa’s counterfeit medicine problem?. Seven African countries are meeting in Togo to tackle the issue of fake drugs.;BBC News - Health;Fake drugs: How bad is Africa’s counterfeit medicine problem?;Seven African countries are meeting in Togo to tackle the issue of fake drugs.;https://www.bbc.co.uk/news/world-africa-51122898;(2020, 1, 17);(9, 13, 34);Fri, 17 Jan 2020 09:13:34 GMT;dbadbf093d9a1d6f9d638754725d0841;;;
x;221;Is it OK to call in sick with a common cold?. Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?;BBC News - Health;Is it OK to call in sick with a common cold?;Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?;https://www.bbc.co.uk/news/uk-50813796;(2020, 1, 15);(0, 6, 34);Wed, 15 Jan 2020 00:06:34 GMT;8deddf3aeaef732fe086f09a93c8295f;;;
x;222;Lyme disease like 'waking with a hangover' every day. A engineer forced to quit work hopes pop star Justin Bieber will raise awareness of the condition.;BBC News - Health;Lyme disease like 'waking with a hangover' every day;A engineer forced to quit work hopes pop star Justin Bieber will raise awareness of the condition.;https://www.bbc.co.uk/news/uk-wales-51070480;(2020, 1, 15);(0, 15, 38);Wed, 15 Jan 2020 00:15:38 GMT;46b75d1efbb5b37994c63ba6da933051;;;
;223;How to make your packed lunch healthier. It's not just about ditching sweets, crisps and fizzy drinks, experts say.;BBC News - Health;How to make your packed lunch healthier;It's not just about ditching sweets, crisps and fizzy drinks, experts say.;https://www.bbc.co.uk/news/health-51096997;(2020, 1, 14);(10, 8, 40);Tue, 14 Jan 2020 10:08:40 GMT;ce29152b1a2c0ba1a02c35fcc8569841;;;
;224;The GP practice where patients can share appointments. Group sessions allow more GP time and the chance to meet others with the same illness, advocates say.;BBC News - Health;The GP practice where patients can share appointments;Group sessions allow more GP time and the chance to meet others with the same illness, advocates say.;https://www.bbc.co.uk/news/health-51063419;(2020, 1, 12);(0, 22, 6);Sun, 12 Jan 2020 00:22:06 GMT;3070b24edf667588bc4091e3fd274f3d;;;
x;225;"'London throat': Toxic brake dust could cause condition, scientists say. Brake dust pollution could be contributing to a condition called ""London throat"", scientists say.";BBC News - Health;'London throat': Toxic brake dust could cause condition, scientists say;"Brake dust pollution could be contributing to a condition called ""London throat"", scientists say.";https://www.bbc.co.uk/news/uk-england-london-51049326;(2020, 1, 9);(16, 0, 0);Thu, 09 Jan 2020 16:00:00 GMT;9465e7c2fe496c75144c860ad5f98243;;;
;226;'Huntington's has affected everyone I ever loved'. Sandy Patience wants to help find a treatment for the degenerative disease that has blighted his family.;BBC News - Health;'Huntington's has affected everyone I ever loved';Sandy Patience wants to help find a treatment for the degenerative disease that has blighted his family.;https://www.bbc.co.uk/news/uk-scotland-51032971;(2020, 1, 9);(1, 9, 5);Thu, 09 Jan 2020 01:09:05 GMT;c77172987280663db0a7f228751ba034;;;
x;227;Eczema, acne and skin-picking: 'More mental health help needed'. More importance needs to be placed on the psychological effects of skin conditions, a charity says.;BBC News - Health;Eczema, acne and skin-picking: 'More mental health help needed';More importance needs to be placed on the psychological effects of skin conditions, a charity says.;https://www.bbc.co.uk/news/uk-wales-51038925;(2020, 1, 10);(1, 9, 52);Fri, 10 Jan 2020 01:09:52 GMT;e3cb15c30cd0b2ca535bf5b411ee28f5;;;
x;228;Does music make exercise more effective?. Trust Me I'm a Doctor looks at whether moving to a fast beat improves the effects of activity.;BBC News - Health;Does music make exercise more effective?;Trust Me I'm a Doctor looks at whether moving to a fast beat improves the effects of activity.;https://www.bbc.co.uk/news/health-51024034;(2020, 1, 8);(1, 6, 18);Wed, 08 Jan 2020 01:06:18 GMT;9add850f74d420d2c6a4bbd5dd6cda9e;;;
;229;A snapshot of what it’s like to be autistic or dyspraxic. Exceptional Individuals is showing employers how to make their work environment neurodiverse friendly.;BBC News - Health;A snapshot of what it’s like to be autistic or dyspraxic;Exceptional Individuals is showing employers how to make their work environment neurodiverse friendly.;https://www.bbc.co.uk/news/health-51141620;(2020, 1, 17);(0, 10, 0);Fri, 17 Jan 2020 00:10:00 GMT;d9238c7c801ffa85a962c9680e2fc960;;;
;230;'The reality is I shouldn't be here - it's a miracle'. ‘You, Me and the Big C’ presenter Deborah James tells 5 Live she is currently ‘free’ of cancer.;BBC News - Health;'The reality is I shouldn't be here - it's a miracle';‘You, Me and the Big C’ presenter Deborah James tells 5 Live she is currently ‘free’ of cancer.;https://www.bbc.co.uk/news/entertainment-arts-51121870;(2020, 1, 15);(12, 18, 0);Wed, 15 Jan 2020 12:18:00 GMT;418892e6c62b92eaaff2e079a9668877;;;
x;231;'Miracle baby' born after womb transplant. Benjamin is only the second child in the US to be born through the procedure.;BBC News - Health;'Miracle baby' born after womb transplant;Benjamin is only the second child in the US to be born through the procedure.;https://www.bbc.co.uk/news/world-us-canada-51100109;(2020, 1, 13);(21, 25, 24);Mon, 13 Jan 2020 21:25:24 GMT;1e920a3b447864d39a3b588bd84a8644;;;
x;232;"Living with ADHD: 'I have the brain of Einstein and the attention span of a toddler'. Stuart, who has ADHD, says he has ""the brain of Einstein and the attention span of a two year old"".";BBC News - Health;Living with ADHD: 'I have the brain of Einstein and the attention span of a toddler';"Stuart, who has ADHD, says he has ""the brain of Einstein and the attention span of a two year old"".";https://www.bbc.co.uk/news/uk-england-cambridgeshire-51056341;(2020, 1, 12);(7, 12, 18);Sun, 12 Jan 2020 07:12:18 GMT;45c4d07c3e71bbebe3c0a10f86d25606;;;
x;233;More men needed to donate blood 'high in iron'. Men make up 40% of blood donors and their blood contains more iron than women's.;BBC News - Health;More men needed to donate blood 'high in iron';Men make up 40% of blood donors and their blood contains more iron than women's.;https://www.bbc.co.uk/news/uk-england-kent-51042236;(2020, 1, 10);(0, 6, 24);Fri, 10 Jan 2020 00:06:24 GMT;839a46943a467b908086009b7169b0b9;;;
;234;London council's special needs inquiry caused by 'systemic failures'. The cases of all children with suspected special educational needs in Richmond are going to be reviewed.;BBC News - Family & Education;London council's special needs inquiry caused by 'systemic failures';The cases of all children with suspected special educational needs in Richmond are going to be reviewed.;https://www.bbc.co.uk/news/education-51107400;(2020, 1, 17);(0, 46, 44);Fri, 17 Jan 2020 00:46:44 GMT;007b36b1081c3dddafe8869961ded463;;;
x;235;Social media data needed for 'harm' research, say doctors. Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;BBC News - Family & Education;Social media data needed for 'harm' research, say doctors;Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;https://www.bbc.co.uk/news/health-51134545;(2020, 1, 17);(11, 35, 18);Fri, 17 Jan 2020 11:35:18 GMT;90ff1928e913774b4dddc8d46647b460;;;
;236;'Grade inflation' in top degree grades stopping. The sharp rise in first class degrees from universities has stalled after pressure from ministers.;BBC News - Family & Education;'Grade inflation' in top degree grades stopping;The sharp rise in first class degrees from universities has stalled after pressure from ministers.;https://www.bbc.co.uk/news/education-51136349;(2020, 1, 16);(12, 8, 22);Thu, 16 Jan 2020 12:08:22 GMT;8b12f867d7afa83e28ae8eb5cae09f44;;;
x;237;Pre-teen girls 'tricked into sex acts on webcams'. Tens of thousands of 11- to 13-year-olds are being tricked into performing sex acts, data suggests.;BBC News - Family & Education;Pre-teen girls 'tricked into sex acts on webcams';Tens of thousands of 11- to 13-year-olds are being tricked into performing sex acts, data suggests.;https://www.bbc.co.uk/news/education-51052076;(2020, 1, 15);(8, 2, 32);Wed, 15 Jan 2020 08:02:32 GMT;1fc4b12b5d609d69cbb500a6e5ff89a0;;;
;238;Estranged students: 'The system assumes your parents will help'. Law student Blair Anderson's relationship with his parents broke down but he struggled to access extra support.;BBC News - Family & Education;Estranged students: 'The system assumes your parents will help';Law student Blair Anderson's relationship with his parents broke down but he struggled to access extra support.;https://www.bbc.co.uk/news/uk-scotland-51120375;(2020, 1, 16);(0, 14, 32);Thu, 16 Jan 2020 00:14:32 GMT;40ef502d7b5bfc891e6ac3e7c491d3b6;;;
;239;Meet the NASA intern who discovered a new planet on his third day. This teenager found a new planet on the third day of his internship at the US space agency.;BBC News - Family & Education;Meet the NASA intern who discovered a new planet on his third day;This teenager found a new planet on the third day of his internship at the US space agency.;https://www.bbc.co.uk/news/newsbeat-51122019;(2020, 1, 16);(0, 47, 52);Thu, 16 Jan 2020 00:47:52 GMT;a7d81c0f88e2c16213a8e71c76b3bb70;;;
;240;Japan minister's paternity leave challenges work pressure. Environment Minister Shinjiro Koizumi will become the first Japanese cabinet minister to take it.;BBC News - Family & Education;Japan minister's paternity leave challenges work pressure;Environment Minister Shinjiro Koizumi will become the first Japanese cabinet minister to take it.;https://www.bbc.co.uk/news/world-asia-51127022;(2020, 1, 15);(18, 35, 7);Wed, 15 Jan 2020 18:35:07 GMT;ccb3987b35d2b3a953e4ee6d5bc108f7;;;
;241;Student rape reports: The battle to be believed. Women who report violent sexual assaults at university say the perpetrators are getting away with it.;BBC News - Family & Education;Student rape reports: The battle to be believed;Women who report violent sexual assaults at university say the perpetrators are getting away with it.;https://www.bbc.co.uk/news/uk-51073884;(2020, 1, 15);(0, 19, 16);Wed, 15 Jan 2020 00:19:16 GMT;1ea0a71c075475f491b4be1c8effea7d;;;
;242;"Sheffield students paid to tackle racist language on campus. The students will be trained to tackle ""subtle but offensive comments"" on campus and in student housing.";BBC News - Family & Education;Sheffield students paid to tackle racist language on campus;"The students will be trained to tackle ""subtle but offensive comments"" on campus and in student housing.";https://www.bbc.co.uk/news/education-51098539;(2020, 1, 14);(1, 38, 18);Tue, 14 Jan 2020 01:38:18 GMT;043d4121f98949800bfd5332c83de874;;;
;243;Cathy Come Home: The TV drama that put homelessness on the map. The producer of the groundbreaking drama Cathy Come Home, Tony Garnett, has died but its legacy continues.;BBC News - Family & Education;Cathy Come Home: The TV drama that put homelessness on the map;The producer of the groundbreaking drama Cathy Come Home, Tony Garnett, has died but its legacy continues.;https://www.bbc.co.uk/news/uk-51100189;(2020, 1, 14);(1, 57, 10);Tue, 14 Jan 2020 01:57:10 GMT;ba56dca48147c29dd9422d4beab922c7;;;
;244;Teachers worry over funding for smaller classes in Wales. What will happen to a £36m fund aimed at cutting infant class sizes in Wales?;BBC News - Family & Education;Teachers worry over funding for smaller classes in Wales;What will happen to a £36m fund aimed at cutting infant class sizes in Wales?;https://www.bbc.co.uk/news/uk-wales-51064850;(2020, 1, 13);(13, 54, 30);Mon, 13 Jan 2020 13:54:30 GMT;7716b7c085e7d718f44081a6944e7c96;;;
;245;Evening emails 'overwhelm working parents'. Almost half of parents say that technology has blurred the boundaries between work and home.;BBC News - Family & Education;Evening emails 'overwhelm working parents';Almost half of parents say that technology has blurred the boundaries between work and home.;https://www.bbc.co.uk/news/business-51085719;(2020, 1, 12);(18, 45, 49);Sun, 12 Jan 2020 18:45:49 GMT;773489162e8117dc3f1eb8bbd985baf5;;;
;246;'Treatment gap' in youth mental health services. Young people are struggling to get the help they need for mental health problems, says a report.;BBC News - Family & Education;'Treatment gap' in youth mental health services;Young people are struggling to get the help they need for mental health problems, says a report.;https://www.bbc.co.uk/news/education-51049726;(2020, 1, 10);(0, 59, 31);Fri, 10 Jan 2020 00:59:31 GMT;a555e1a0c315b3283d1d8259f1544dfa;;;
;247;Outstanding schools to face inspections again. The exemption on inspections for outstanding schools is set to be scrapped.;BBC News - Family & Education;Outstanding schools to face inspections again;The exemption on inspections for outstanding schools is set to be scrapped.;https://www.bbc.co.uk/news/education-51054961;(2020, 1, 10);(1, 0, 45);Fri, 10 Jan 2020 01:00:45 GMT;990935ad227a9a20100766d29b2d56d1;;;
;248;Housing-benefit errors 'making families homeless'. Struggling families are being hit by failures in the system designed to help them, a watchdog says.;BBC News - Family & Education;Housing-benefit errors 'making families homeless';Struggling families are being hit by failures in the system designed to help them, a watchdog says.;https://www.bbc.co.uk/news/education-51035151;(2020, 1, 9);(0, 45, 15);Thu, 09 Jan 2020 00:45:15 GMT;84958ef437be4a8d20ed7aa011e58dce;;;
x;249;Putting pupils in isolation 'drives poor behaviour'. The use of isolation rooms only makes behaviour more challenging, warns a mental health charity.;BBC News - Family & Education;Putting pupils in isolation 'drives poor behaviour';The use of isolation rooms only makes behaviour more challenging, warns a mental health charity.;https://www.bbc.co.uk/news/education-51034121;(2020, 1, 9);(0, 52, 24);Thu, 09 Jan 2020 00:52:24 GMT;0ff3847eab62e608b4776d0ee275c3c7;;;
;250;Ofsted seeks judgement-free approach to 'stuck schools'. Inspectors call for new freedom to inspect struggling schools without publishing a judgement.;BBC News - Family & Education;Ofsted seeks judgement-free approach to 'stuck schools';Inspectors call for new freedom to inspect struggling schools without publishing a judgement.;https://www.bbc.co.uk/news/education-51021894;(2020, 1, 8);(0, 39, 33);Wed, 08 Jan 2020 00:39:33 GMT;152c6485e2dd976b7353e5633c16f9ee;;;
;251;Free breakfasts for poorer pupils in Wales. From September, a pilot scheme will provide extra money to Year 7 children on free school meals.;BBC News - Family & Education;Free breakfasts for poorer pupils in Wales;From September, a pilot scheme will provide extra money to Year 7 children on free school meals.;https://www.bbc.co.uk/news/uk-wales-51035548;(2020, 1, 8);(15, 14, 21);Wed, 08 Jan 2020 15:14:21 GMT;e2dfeec05f9463fb40ae53a03d0c49ef;;;
;252;"How GCSE revision helped spot a dad's cancer. Jonathan Jenkyn says he is dodging ""the grim reaper"" after suffering a cardiac arrest and cancer.";BBC News - Family & Education;How GCSE revision helped spot a dad's cancer;"Jonathan Jenkyn says he is dodging ""the grim reaper"" after suffering a cardiac arrest and cancer.";https://www.bbc.co.uk/news/uk-england-suffolk-51081957;(2020, 1, 12);(15, 48, 23);Sun, 12 Jan 2020 15:48:23 GMT;2214c2961bc4817fe352063ed91eb3eb;;;
;253;Erasmus: What could happen to scheme after Brexit?. What could Brexit mean for current and future participants in the Erasmus scheme?;BBC News - Family & Education;Erasmus: What could happen to scheme after Brexit?;What could Brexit mean for current and future participants in the Erasmus scheme?;https://www.bbc.co.uk/news/education-47293927;(2020, 1, 9);(15, 53, 35);Thu, 09 Jan 2020 15:53:35 GMT;d6d1c8f00eb2d01d2bd98a90cf8c720d;;;
;254;'I regret not doing my apprenticeship sooner'. Apprenticeship courses have come under the spotlight following a report from an education think-thank.;BBC News - Family & Education;'I regret not doing my apprenticeship sooner';Apprenticeship courses have come under the spotlight following a report from an education think-thank.;https://www.bbc.co.uk/news/newsbeat-50982063;(2020, 1, 3);(15, 31, 41);Fri, 03 Jan 2020 15:31:41 GMT;682f3a9db299ac7e10b69ee7fce843b7;;;
;255;Egyptian mummy at Cambridge college needs more visitors. Hermione, a 2,000-year-old Egyptian mummy, is not getting enough visitors, a Cambridge college says.;BBC News - Family & Education;Egyptian mummy at Cambridge college needs more visitors;Hermione, a 2,000-year-old Egyptian mummy, is not getting enough visitors, a Cambridge college says.;https://www.bbc.co.uk/news/uk-england-cambridgeshire-50757933;(2019, 12, 29);(0, 6, 35);Sun, 29 Dec 2019 00:06:35 GMT;d9d5164848ff83821bf890681050faff;;;
;256;Primary league tables: How did your school do?. New primary school league table data for England has been published by the Department for Education.;BBC News - Family & Education;Primary league tables: How did your school do?;New primary school league table data for England has been published by the Department for Education.;https://www.bbc.co.uk/news/education-50749093;(2019, 12, 13);(11, 27, 54);Fri, 13 Dec 2019 11:27:54 GMT;00d684e0145b5fb5f15adbcb5fc23ee4;;;
;257;Nurseries face closure over free childcare funding gap. Nurseries say they cannot afford to run their services because the government has failed to properly fund its free childcare policy.;BBC News - Family & Education;Nurseries face closure over free childcare funding gap;Nurseries say they cannot afford to run their services because the government has failed to properly fund its free childcare policy.;https://www.bbc.co.uk/news/election-2019-51124634;(2020, 1, 15);(13, 38, 56);Wed, 15 Jan 2020 13:38:56 GMT;c0a97118ee634c1004fc9485ba977188;;;
;258;Nine-year-old 'shocked and sad' at racist abuse. A primary school pupil felt unwelcome in his school when friends called him racist names.;BBC News - Family & Education;Nine-year-old 'shocked and sad' at racist abuse;A primary school pupil felt unwelcome in his school when friends called him racist names.;https://www.bbc.co.uk/news/education-50410821;(2020, 1, 1);(12, 4, 11);Wed, 01 Jan 2020 12:04:11 GMT;50b963e7a1e9464fd4d496c0db868061;;;
;259;Stay-at-home dads set up father-friendly playgroup. Dan Rainsford and Sam Chatterley set up a group so other stay-at-home fathers don't feel alone.;BBC News - Family & Education;Stay-at-home dads set up father-friendly playgroup;Dan Rainsford and Sam Chatterley set up a group so other stay-at-home fathers don't feel alone.;https://www.bbc.co.uk/news/uk-england-hereford-worcester-50842474;(2019, 12, 29);(0, 1, 40);Sun, 29 Dec 2019 00:01:40 GMT;b54fae6f87dac4d192b9ee5a2d9262ef;;;
;260;Bumbleance: The transportation service for sick kids. The ambulance service, available in the Republic of Ireland, is hoping to expand to NI.;BBC News - Family & Education;Bumbleance: The transportation service for sick kids;The ambulance service, available in the Republic of Ireland, is hoping to expand to NI.;https://www.bbc.co.uk/news/uk-northern-ireland-foyle-west-50907086;(2019, 12, 28);(9, 3, 48);Sat, 28 Dec 2019 09:03:48 GMT;bea2fcbb819314e7f8df0234bd4e33ca;;;
