is_interesting;Spalte1;news;category;title;summary;link;date;time;datetime;ID
x;196;Fake drugs: How bad is Africa’s counterfeit medicine problem?. Seven African countries are meeting in Togo to tackle the issue of fake drugs.;BBC News - Health;Fake drugs: How bad is Africa’s counterfeit medicine problem?;Seven African countries are meeting in Togo to tackle the issue of fake drugs.;https://www.bbc.co.uk/news/world-africa-51122898;(2020, 1, 17);(9, 13, 34);Fri, 17 Jan 2020 09:13:34 GMT;dbadbf093d9a1d6f9d638754725d0841
;197;Is it OK to call in sick with a common cold?. Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?;BBC News - Health;Is it OK to call in sick with a common cold?;Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?;https://www.bbc.co.uk/news/uk-50813796;(2020, 1, 15);(0, 6, 34);Wed, 15 Jan 2020 00:06:34 GMT;8deddf3aeaef732fe086f09a93c8295f
;198;Lyme disease like 'waking with a hangover' every day. A engineer forced to quit work hopes pop star Justin Bieber will raise awareness of the condition.;BBC News - Health;Lyme disease like 'waking with a hangover' every day;A engineer forced to quit work hopes pop star Justin Bieber will raise awareness of the condition.;https://www.bbc.co.uk/news/uk-wales-51070480;(2020, 1, 15);(0, 15, 38);Wed, 15 Jan 2020 00:15:38 GMT;46b75d1efbb5b37994c63ba6da933051
;199;How to make your packed lunch healthier. It's not just about ditching sweets, crisps and fizzy drinks, experts say.;BBC News - Health;How to make your packed lunch healthier;It's not just about ditching sweets, crisps and fizzy drinks, experts say.;https://www.bbc.co.uk/news/health-51096997;(2020, 1, 14);(10, 8, 40);Tue, 14 Jan 2020 10:08:40 GMT;ce29152b1a2c0ba1a02c35fcc8569841
x;200;The GP practice where patients can share appointments. Group sessions allow more GP time and the chance to meet others with the same illness, advocates say.;BBC News - Health;The GP practice where patients can share appointments;Group sessions allow more GP time and the chance to meet others with the same illness, advocates say.;https://www.bbc.co.uk/news/health-51063419;(2020, 1, 12);(0, 22, 6);Sun, 12 Jan 2020 00:22:06 GMT;3070b24edf667588bc4091e3fd274f3d
;201;"'London throat': Toxic brake dust could cause condition, scientists say. Brake dust pollution could be contributing to a condition called ""London throat"", scientists say.";BBC News - Health;'London throat': Toxic brake dust could cause condition, scientists say;"Brake dust pollution could be contributing to a condition called ""London throat"", scientists say.";https://www.bbc.co.uk/news/uk-england-london-51049326;(2020, 1, 9);(16, 0, 0);Thu, 09 Jan 2020 16:00:00 GMT;9465e7c2fe496c75144c860ad5f98243
;202;'Huntington's has affected everyone I ever loved'. Sandy Patience wants to help find a treatment for the degenerative disease that has blighted his family.;BBC News - Health;'Huntington's has affected everyone I ever loved';Sandy Patience wants to help find a treatment for the degenerative disease that has blighted his family.;https://www.bbc.co.uk/news/uk-scotland-51032971;(2020, 1, 9);(1, 9, 5);Thu, 09 Jan 2020 01:09:05 GMT;c77172987280663db0a7f228751ba034
;203;Eczema, acne and skin-picking: 'More mental health help needed'. More importance needs to be placed on the psychological effects of skin conditions, a charity says.;BBC News - Health;Eczema, acne and skin-picking: 'More mental health help needed';More importance needs to be placed on the psychological effects of skin conditions, a charity says.;https://www.bbc.co.uk/news/uk-wales-51038925;(2020, 1, 10);(1, 9, 52);Fri, 10 Jan 2020 01:09:52 GMT;e3cb15c30cd0b2ca535bf5b411ee28f5
;204;Does music make exercise more effective?. Trust Me I'm a Doctor looks at whether moving to a fast beat improves the effects of activity.;BBC News - Health;Does music make exercise more effective?;Trust Me I'm a Doctor looks at whether moving to a fast beat improves the effects of activity.;https://www.bbc.co.uk/news/health-51024034;(2020, 1, 8);(1, 6, 18);Wed, 08 Jan 2020 01:06:18 GMT;9add850f74d420d2c6a4bbd5dd6cda9e
;205;Newcastle children talk mental health thanks to puppets. The show is touring schools and is being used to spot early signs of issues.;BBC News - Health;Newcastle children talk mental health thanks to puppets;The show is touring schools and is being used to spot early signs of issues.;https://www.bbc.co.uk/news/uk-england-tyne-51143669;(2020, 1, 17);(0, 58, 43);Fri, 17 Jan 2020 00:58:43 GMT;f5c750f8b5760e4837716cb74b75b5a5
x;206;A snapshot of what it’s like to be autistic or dyspraxic. Exceptional Individuals is showing employers how to make their work environment neurodiverse friendly.;BBC News - Health;A snapshot of what it’s like to be autistic or dyspraxic;Exceptional Individuals is showing employers how to make their work environment neurodiverse friendly.;https://www.bbc.co.uk/news/health-51141620;(2020, 1, 17);(0, 10, 0);Fri, 17 Jan 2020 00:10:00 GMT;d9238c7c801ffa85a962c9680e2fc960
;207;'The reality is I shouldn't be here - it's a miracle'. ‘You, Me and the Big C’ presenter Deborah James tells 5 Live she is currently ‘free’ of cancer.;BBC News - Health;'The reality is I shouldn't be here - it's a miracle';‘You, Me and the Big C’ presenter Deborah James tells 5 Live she is currently ‘free’ of cancer.;https://www.bbc.co.uk/news/entertainment-arts-51121870;(2020, 1, 15);(12, 18, 0);Wed, 15 Jan 2020 12:18:00 GMT;418892e6c62b92eaaff2e079a9668877
;208;'Miracle baby' born after womb transplant. Benjamin is only the second child in the US to be born through the procedure.;BBC News - Health;'Miracle baby' born after womb transplant;Benjamin is only the second child in the US to be born through the procedure.;https://www.bbc.co.uk/news/world-us-canada-51100109;(2020, 1, 13);(21, 25, 24);Mon, 13 Jan 2020 21:25:24 GMT;1e920a3b447864d39a3b588bd84a8644
x;209;"Living with ADHD: 'I have the brain of Einstein and the attention span of a toddler'. Stuart, who has ADHD, says he has ""the brain of Einstein and the attention span of a two year old"".";BBC News - Health;Living with ADHD: 'I have the brain of Einstein and the attention span of a toddler';"Stuart, who has ADHD, says he has ""the brain of Einstein and the attention span of a two year old"".";https://www.bbc.co.uk/news/uk-england-cambridgeshire-51056341;(2020, 1, 12);(7, 12, 18);Sun, 12 Jan 2020 07:12:18 GMT;45c4d07c3e71bbebe3c0a10f86d25606
x;210;London council's special needs inquiry caused by 'systemic failures'. The cases of all children with suspected special educational needs in Richmond are going to be reviewed.;BBC News - Family & Education;London council's special needs inquiry caused by 'systemic failures';The cases of all children with suspected special educational needs in Richmond are going to be reviewed.;https://www.bbc.co.uk/news/education-51107400;(2020, 1, 17);(0, 46, 44);Fri, 17 Jan 2020 00:46:44 GMT;007b36b1081c3dddafe8869961ded463
x;211;Social media data needed for 'harm' research, say doctors. Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;BBC News - Family & Education;Social media data needed for 'harm' research, say doctors;Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;https://www.bbc.co.uk/news/health-51134545;(2020, 1, 17);(11, 35, 18);Fri, 17 Jan 2020 11:35:18 GMT;90ff1928e913774b4dddc8d46647b460
;212;'Grade inflation' in top degree grades stopping. The sharp rise in first class degrees from universities has stalled after pressure from ministers.;BBC News - Family & Education;'Grade inflation' in top degree grades stopping;The sharp rise in first class degrees from universities has stalled after pressure from ministers.;https://www.bbc.co.uk/news/education-51136349;(2020, 1, 17);(13, 34, 36);Fri, 17 Jan 2020 13:34:36 GMT;8b12f867d7afa83e28ae8eb5cae09f44
;213;Pre-teen girls 'tricked into sex acts on webcams'. Tens of thousands of 11- to 13-year-olds are being tricked into performing sex acts, data suggests.;BBC News - Family & Education;Pre-teen girls 'tricked into sex acts on webcams';Tens of thousands of 11- to 13-year-olds are being tricked into performing sex acts, data suggests.;https://www.bbc.co.uk/news/education-51052076;(2020, 1, 15);(8, 2, 32);Wed, 15 Jan 2020 08:02:32 GMT;1fc4b12b5d609d69cbb500a6e5ff89a0
;214;Estranged students: 'The system assumes your parents will help'. Law student Blair Anderson's relationship with his parents broke down but he struggled to access extra support.;BBC News - Family & Education;Estranged students: 'The system assumes your parents will help';Law student Blair Anderson's relationship with his parents broke down but he struggled to access extra support.;https://www.bbc.co.uk/news/uk-scotland-51120375;(2020, 1, 16);(0, 14, 32);Thu, 16 Jan 2020 00:14:32 GMT;40ef502d7b5bfc891e6ac3e7c491d3b6
;215;Meet the NASA intern who discovered a new planet on his third day. This teenager found a new planet on the third day of his internship at the US space agency.;BBC News - Family & Education;Meet the NASA intern who discovered a new planet on his third day;This teenager found a new planet on the third day of his internship at the US space agency.;https://www.bbc.co.uk/news/newsbeat-51122019;(2020, 1, 16);(0, 47, 52);Thu, 16 Jan 2020 00:47:52 GMT;a7d81c0f88e2c16213a8e71c76b3bb70
;216;Japan minister's paternity leave challenges work pressure. Environment Minister Shinjiro Koizumi will become the first Japanese cabinet minister to take it.;BBC News - Family & Education;Japan minister's paternity leave challenges work pressure;Environment Minister Shinjiro Koizumi will become the first Japanese cabinet minister to take it.;https://www.bbc.co.uk/news/world-asia-51127022;(2020, 1, 15);(18, 35, 7);Wed, 15 Jan 2020 18:35:07 GMT;ccb3987b35d2b3a953e4ee6d5bc108f7
;217;Student rape reports: The battle to be believed. Women who report violent sexual assaults at university say the perpetrators are getting away with it.;BBC News - Family & Education;Student rape reports: The battle to be believed;Women who report violent sexual assaults at university say the perpetrators are getting away with it.;https://www.bbc.co.uk/news/uk-51073884;(2020, 1, 15);(0, 19, 16);Wed, 15 Jan 2020 00:19:16 GMT;1ea0a71c075475f491b4be1c8effea7d
;218;"Sheffield students paid to tackle racist language on campus. The students will be trained to tackle ""subtle but offensive comments"" on campus and in student housing.";BBC News - Family & Education;Sheffield students paid to tackle racist language on campus;"The students will be trained to tackle ""subtle but offensive comments"" on campus and in student housing.";https://www.bbc.co.uk/news/education-51098539;(2020, 1, 14);(1, 38, 18);Tue, 14 Jan 2020 01:38:18 GMT;043d4121f98949800bfd5332c83de874
;219;Cathy Come Home: The TV drama that put homelessness on the map. The producer of the groundbreaking drama Cathy Come Home, Tony Garnett, has died but its legacy continues.;BBC News - Family & Education;Cathy Come Home: The TV drama that put homelessness on the map;The producer of the groundbreaking drama Cathy Come Home, Tony Garnett, has died but its legacy continues.;https://www.bbc.co.uk/news/uk-51100189;(2020, 1, 14);(1, 57, 10);Tue, 14 Jan 2020 01:57:10 GMT;ba56dca48147c29dd9422d4beab922c7
x;220;Teachers worry over funding for smaller classes in Wales. What will happen to a £36m fund aimed at cutting infant class sizes in Wales?;BBC News - Family & Education;Teachers worry over funding for smaller classes in Wales;What will happen to a £36m fund aimed at cutting infant class sizes in Wales?;https://www.bbc.co.uk/news/uk-wales-51064850;(2020, 1, 13);(13, 54, 30);Mon, 13 Jan 2020 13:54:30 GMT;7716b7c085e7d718f44081a6944e7c96
x;221;Evening emails 'overwhelm working parents'. Almost half of parents say that technology has blurred the boundaries between work and home.;BBC News - Family & Education;Evening emails 'overwhelm working parents';Almost half of parents say that technology has blurred the boundaries between work and home.;https://www.bbc.co.uk/news/business-51085719;(2020, 1, 12);(18, 45, 49);Sun, 12 Jan 2020 18:45:49 GMT;773489162e8117dc3f1eb8bbd985baf5
x;222;'Treatment gap' in youth mental health services. Young people are struggling to get the help they need for mental health problems, says a report.;BBC News - Family & Education;'Treatment gap' in youth mental health services;Young people are struggling to get the help they need for mental health problems, says a report.;https://www.bbc.co.uk/news/education-51049726;(2020, 1, 10);(0, 59, 31);Fri, 10 Jan 2020 00:59:31 GMT;a555e1a0c315b3283d1d8259f1544dfa
;223;Outstanding schools to face inspections again. The exemption on inspections for outstanding schools is set to be scrapped.;BBC News - Family & Education;Outstanding schools to face inspections again;The exemption on inspections for outstanding schools is set to be scrapped.;https://www.bbc.co.uk/news/education-51054961;(2020, 1, 10);(1, 0, 45);Fri, 10 Jan 2020 01:00:45 GMT;990935ad227a9a20100766d29b2d56d1
;224;Housing-benefit errors 'making families homeless'. Struggling families are being hit by failures in the system designed to help them, a watchdog says.;BBC News - Family & Education;Housing-benefit errors 'making families homeless';Struggling families are being hit by failures in the system designed to help them, a watchdog says.;https://www.bbc.co.uk/news/education-51035151;(2020, 1, 9);(0, 45, 15);Thu, 09 Jan 2020 00:45:15 GMT;84958ef437be4a8d20ed7aa011e58dce
x;225;Putting pupils in isolation 'drives poor behaviour'. The use of isolation rooms only makes behaviour more challenging, warns a mental health charity.;BBC News - Family & Education;Putting pupils in isolation 'drives poor behaviour';The use of isolation rooms only makes behaviour more challenging, warns a mental health charity.;https://www.bbc.co.uk/news/education-51034121;(2020, 1, 9);(0, 52, 24);Thu, 09 Jan 2020 00:52:24 GMT;0ff3847eab62e608b4776d0ee275c3c7
x;226;Ofsted seeks judgement-free approach to 'stuck schools'. Inspectors call for new freedom to inspect struggling schools without publishing a judgement.;BBC News - Family & Education;Ofsted seeks judgement-free approach to 'stuck schools';Inspectors call for new freedom to inspect struggling schools without publishing a judgement.;https://www.bbc.co.uk/news/education-51021894;(2020, 1, 8);(0, 39, 33);Wed, 08 Jan 2020 00:39:33 GMT;152c6485e2dd976b7353e5633c16f9ee
;227;Free breakfasts for poorer pupils in Wales. From September, a pilot scheme will provide extra money to Year 7 children on free school meals.;BBC News - Family & Education;Free breakfasts for poorer pupils in Wales;From September, a pilot scheme will provide extra money to Year 7 children on free school meals.;https://www.bbc.co.uk/news/uk-wales-51035548;(2020, 1, 8);(15, 14, 21);Wed, 08 Jan 2020 15:14:21 GMT;e2dfeec05f9463fb40ae53a03d0c49ef
;228;"How GCSE revision helped spot a dad's cancer. Jonathan Jenkyn says he is dodging ""the grim reaper"" after suffering a cardiac arrest and cancer.";BBC News - Family & Education;How GCSE revision helped spot a dad's cancer;"Jonathan Jenkyn says he is dodging ""the grim reaper"" after suffering a cardiac arrest and cancer.";https://www.bbc.co.uk/news/uk-england-suffolk-51081957;(2020, 1, 12);(15, 48, 23);Sun, 12 Jan 2020 15:48:23 GMT;2214c2961bc4817fe352063ed91eb3eb
x;229;Erasmus: What could happen to scheme after Brexit?. What could Brexit mean for current and future participants in the Erasmus scheme?;BBC News - Family & Education;Erasmus: What could happen to scheme after Brexit?;What could Brexit mean for current and future participants in the Erasmus scheme?;https://www.bbc.co.uk/news/education-47293927;(2020, 1, 9);(15, 53, 35);Thu, 09 Jan 2020 15:53:35 GMT;d6d1c8f00eb2d01d2bd98a90cf8c720d
;230;'I regret not doing my apprenticeship sooner'. Apprenticeship courses have come under the spotlight following a report from an education think-thank.;BBC News - Family & Education;'I regret not doing my apprenticeship sooner';Apprenticeship courses have come under the spotlight following a report from an education think-thank.;https://www.bbc.co.uk/news/newsbeat-50982063;(2020, 1, 3);(15, 31, 41);Fri, 03 Jan 2020 15:31:41 GMT;682f3a9db299ac7e10b69ee7fce843b7
;231;Egyptian mummy at Cambridge college needs more visitors. Hermione, a 2,000-year-old Egyptian mummy, is not getting enough visitors, a Cambridge college says.;BBC News - Family & Education;Egyptian mummy at Cambridge college needs more visitors;Hermione, a 2,000-year-old Egyptian mummy, is not getting enough visitors, a Cambridge college says.;https://www.bbc.co.uk/news/uk-england-cambridgeshire-50757933;(2019, 12, 29);(0, 6, 35);Sun, 29 Dec 2019 00:06:35 GMT;d9d5164848ff83821bf890681050faff
;232;Primary league tables: How did your school do?. New primary school league table data for England has been published by the Department for Education.;BBC News - Family & Education;Primary league tables: How did your school do?;New primary school league table data for England has been published by the Department for Education.;https://www.bbc.co.uk/news/education-50749093;(2019, 12, 13);(11, 27, 54);Fri, 13 Dec 2019 11:27:54 GMT;00d684e0145b5fb5f15adbcb5fc23ee4
;233;Nurseries face closure over free childcare funding gap. Nurseries say they cannot afford to run their services because the government has failed to properly fund its free childcare policy.;BBC News - Family & Education;Nurseries face closure over free childcare funding gap;Nurseries say they cannot afford to run their services because the government has failed to properly fund its free childcare policy.;https://www.bbc.co.uk/news/election-2019-51124634;(2020, 1, 15);(13, 38, 56);Wed, 15 Jan 2020 13:38:56 GMT;c0a97118ee634c1004fc9485ba977188
;234;Nine-year-old 'shocked and sad' at racist abuse. A primary school pupil felt unwelcome in his school when friends called him racist names.;BBC News - Family & Education;Nine-year-old 'shocked and sad' at racist abuse;A primary school pupil felt unwelcome in his school when friends called him racist names.;https://www.bbc.co.uk/news/education-50410821;(2020, 1, 1);(12, 4, 11);Wed, 01 Jan 2020 12:04:11 GMT;50b963e7a1e9464fd4d496c0db868061
;235;Stay-at-home dads set up father-friendly playgroup. Dan Rainsford and Sam Chatterley set up a group so other stay-at-home fathers don't feel alone.;BBC News - Family & Education;Stay-at-home dads set up father-friendly playgroup;Dan Rainsford and Sam Chatterley set up a group so other stay-at-home fathers don't feel alone.;https://www.bbc.co.uk/news/uk-england-hereford-worcester-50842474;(2019, 12, 29);(0, 1, 40);Sun, 29 Dec 2019 00:01:40 GMT;b54fae6f87dac4d192b9ee5a2d9262ef
;236;Bumbleance: The transportation service for sick kids. The ambulance service, available in the Republic of Ireland, is hoping to expand to NI.;BBC News - Family & Education;Bumbleance: The transportation service for sick kids;The ambulance service, available in the Republic of Ireland, is hoping to expand to NI.;https://www.bbc.co.uk/news/uk-northern-ireland-foyle-west-50907086;(2019, 12, 28);(9, 3, 48);Sat, 28 Dec 2019 09:03:48 GMT;bea2fcbb819314e7f8df0234bd4e33ca
;237;Christmas: Retired woodworker sends presents around the world. Ted Bird keeps his workshop going 10 months a year to make toys for children across the globe.;BBC News - Family & Education;Christmas: Retired woodworker sends presents around the world;Ted Bird keeps his workshop going 10 months a year to make toys for children across the globe.;https://www.bbc.co.uk/news/uk-wales-50887874;(2019, 12, 25);(8, 1, 30);Wed, 25 Dec 2019 08:01:30 GMT;b08a097b4e5ff64a1b0ce02ef770dcba
x;238;Australia fires: 'Apocalypse' comes to Kangaroo Island. Australia's Kangaroo Island has been likened to Noah's Ark - but its unique wildlife is under threat.;BBC News - Science & Environment;Australia fires: 'Apocalypse' comes to Kangaroo Island;Australia's Kangaroo Island has been likened to Noah's Ark - but its unique wildlife is under threat.;https://www.bbc.co.uk/news/world-australia-51102658;(2020, 1, 17);(5, 46, 46);Fri, 17 Jan 2020 05:46:46 GMT;2d40bc7366dba1915cc4aeae9cd1b37c
;239;Sir David Attenborough warns of climate 'crisis moment'. We're at a pivotal point in efforts to tackle climate change, the naturalist and broadcaster warns.;BBC News - Science & Environment;Sir David Attenborough warns of climate 'crisis moment';We're at a pivotal point in efforts to tackle climate change, the naturalist and broadcaster warns.;https://www.bbc.co.uk/news/science-environment-51123638;(2020, 1, 16);(5, 0, 11);Thu, 16 Jan 2020 05:00:11 GMT;92a19590ac43ffd2ba07858c8a493f24
;240;Microsoft makes 'carbon negative' pledge. The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;BBC News - Science & Environment;Microsoft makes 'carbon negative' pledge;The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;https://www.bbc.co.uk/news/technology-51133811;(2020, 1, 16);(20, 32, 36);Thu, 16 Jan 2020 20:32:36 GMT;0a35f79b90d245f970bfc721f2dd5018
;241;Dinosaur extinction: 'Asteroid strike was real culprit'. A team of scientists discounts the idea that large-scale volcanism drove the demise of the dinosaurs.;BBC News - Science & Environment;Dinosaur extinction: 'Asteroid strike was real culprit';A team of scientists discounts the idea that large-scale volcanism drove the demise of the dinosaurs.;https://www.bbc.co.uk/news/science-environment-51150001;(2020, 1, 17);(12, 50, 7);Fri, 17 Jan 2020 12:50:07 GMT;4020526c4c1a8b8ba61b83cb60edebc2
x;242;'Resistant' trees planted in Hampshire in ash dieback fight. Scientists have identified 3,000 ash trees with suspected resistance to a deadly disease.;BBC News - Science & Environment;'Resistant' trees planted in Hampshire in ash dieback fight;Scientists have identified 3,000 ash trees with suspected resistance to a deadly disease.;https://www.bbc.co.uk/news/uk-england-hampshire-51149350;(2020, 1, 17);(13, 58, 20);Fri, 17 Jan 2020 13:58:20 GMT;0090dbe2404af0f2ee72ac4ea1a7376a
x;243;Climate change: Citizens' assembly prepares to tackle climate change. UK panel will tackle some of the dilemmas around global warming.;BBC News - Science & Environment;Climate change: Citizens' assembly prepares to tackle climate change;UK panel will tackle some of the dilemmas around global warming.;https://www.bbc.co.uk/news/science-environment-51111796;(2020, 1, 17);(1, 23, 19);Fri, 17 Jan 2020 01:23:19 GMT;882c1d32aab9a66386d9c85b8e87a9c8
x;244;New maps reveal Scotland's seabird breeding hotspots. Conservationists mapped the most critical areas of Scotland for endangered birds like the kittiwake.;BBC News - Science & Environment;New maps reveal Scotland's seabird breeding hotspots;Conservationists mapped the most critical areas of Scotland for endangered birds like the kittiwake.;https://www.bbc.co.uk/news/uk-scotland-51142329;(2020, 1, 17);(0, 8, 49);Fri, 17 Jan 2020 00:08:49 GMT;cdfa741ef790c6cfcad0c7db86965649
x;245;'Rosalind Franklin' Mars rover edges closer to launch. Europe's six-wheeled robot completes more key tests ahead of its planned summer launch.;BBC News - Science & Environment;'Rosalind Franklin' Mars rover edges closer to launch;Europe's six-wheeled robot completes more key tests ahead of its planned summer launch.;https://www.bbc.co.uk/news/science-environment-51140339;(2020, 1, 16);(15, 31, 34);Thu, 16 Jan 2020 15:31:34 GMT;12e0b3c6782e578e7d9c807d5fa613e3
x;246;Taal volcano's inner lake all but gone in eruption. Satellites continue to monitor the Philippines volcano which has experienced a lull in activity.;BBC News - Science & Environment;Taal volcano's inner lake all but gone in eruption;Satellites continue to monitor the Philippines volcano which has experienced a lull in activity.;https://www.bbc.co.uk/news/science-environment-44661949;(2020, 1, 16);(16, 17, 42);Thu, 16 Jan 2020 16:17:42 GMT;238b07b98cafe310dbd1d72110fb9100
;247;Neanderthals 'dived in the ocean' for shellfish. Until now, there's been little evidence our evolutionary relatives could swim.;BBC News - Science & Environment;Neanderthals 'dived in the ocean' for shellfish;Until now, there's been little evidence our evolutionary relatives could swim.;https://www.bbc.co.uk/news/science-environment-51128639;(2020, 1, 15);(21, 17, 15);Wed, 15 Jan 2020 21:17:15 GMT;8f26f698fa93bd14504a931f94932c18
;248;Meet the NASA intern who discovered a new planet on his third day. This teenager found a new planet on the third day of his internship at the US space agency.;BBC News - Science & Environment;Meet the NASA intern who discovered a new planet on his third day;This teenager found a new planet on the third day of his internship at the US space agency.;https://www.bbc.co.uk/news/newsbeat-51122019;(2020, 1, 16);(0, 47, 52);Thu, 16 Jan 2020 00:47:52 GMT;a7d81c0f88e2c16213a8e71c76b3bb70
;249;Agriculture Bill: Soil at heart of UK farm grant revolution. Soil protection will be a core issue as the Agriculture Bill returns to Parliament later.;BBC News - Science & Environment;Agriculture Bill: Soil at heart of UK farm grant revolution;Soil protection will be a core issue as the Agriculture Bill returns to Parliament later.;https://www.bbc.co.uk/news/science-environment-51128709;(2020, 1, 16);(0, 6, 45);Thu, 16 Jan 2020 00:06:45 GMT;e675e61b26ebe3ed08c92df71f115a56
x;250;Climate change: Last decade confirmed as warmest on record. Global data from three agencies also shows that 2019 was the second warmest year since 1850.;BBC News - Science & Environment;Climate change: Last decade confirmed as warmest on record;Global data from three agencies also shows that 2019 was the second warmest year since 1850.;https://www.bbc.co.uk/news/science-environment-51111176;(2020, 1, 15);(16, 3, 43);Wed, 15 Jan 2020 16:03:43 GMT;489951d872685806ea8e948a43a0c360
;251;Birmingham car ban: How would the scheme work?. A scheme to stop cars travelling across the city has been proposed, but how would it actually work?;BBC News - Science & Environment;Birmingham car ban: How would the scheme work?;A scheme to stop cars travelling across the city has been proposed, but how would it actually work?;https://www.bbc.co.uk/news/uk-england-birmingham-51105586;(2020, 1, 15);(2, 41, 13);Wed, 15 Jan 2020 02:41:13 GMT;ca62c4054feabdacdcedb77a53661fb1
x;252;Australia fires: Aboriginal planners say the bush 'needs to burn'. What would happen if Australia followed the ancient bushfire management practices of Aboriginal people?;BBC News - Science & Environment;Australia fires: Aboriginal planners say the bush 'needs to burn';What would happen if Australia followed the ancient bushfire management practices of Aboriginal people?;https://www.bbc.co.uk/news/world-australia-51043828;(2020, 1, 12);(21, 27, 53);Sun, 12 Jan 2020 21:27:53 GMT;39aaf2a0dfe4cf897a3d22192171c60f
;253;Australia fires: How do we know how many animals have died?. A biodiversity expert suggests almost half a billion animals might have been affected in Australia.;BBC News - Science & Environment;Australia fires: How do we know how many animals have died?;A biodiversity expert suggests almost half a billion animals might have been affected in Australia.;https://www.bbc.co.uk/news/50986293;(2020, 1, 4);(1, 17, 22);Sat, 04 Jan 2020 01:17:22 GMT;8a366f8510fc7cfa0b128808aa932a45
;254;The scientist powering drones with 'happy gas'. The hydrogen-powered drone which could revolutionise the travel industry.;BBC News - Science & Environment;The scientist powering drones with 'happy gas';The hydrogen-powered drone which could revolutionise the travel industry.;https://www.bbc.co.uk/news/technology-50841104;(2020, 1, 3);(9, 23, 27);Fri, 03 Jan 2020 09:23:27 GMT;c2a3204577e15aeb83b4d455e52259e3
x;255;Australia fires: A visual guide to the bushfire crisis. How Australia has been battling bushfires during a devastating fire season.;BBC News - Science & Environment;Australia fires: A visual guide to the bushfire crisis;How Australia has been battling bushfires during a devastating fire season.;https://www.bbc.co.uk/news/world-australia-50951043;(2020, 1, 13);(17, 59, 25);Mon, 13 Jan 2020 17:59:25 GMT;384e9c6b036aacaf415ba6533648050a
;256;Belching in a good way: How livestock could learn from Orkney sheep. The sheep of North Ronaldsay could teach other livestock how to belch in a way less harmful to the climate.;BBC News - Science & Environment;Belching in a good way: How livestock could learn from Orkney sheep;The sheep of North Ronaldsay could teach other livestock how to belch in a way less harmful to the climate.;https://www.bbc.co.uk/news/stories-50856275;(2020, 1, 3);(0, 47, 51);Fri, 03 Jan 2020 00:47:51 GMT;5a72d4bcdc59408ccea7e0d437b591be
;257;Extinction: A million species at risk, so what is saved?. With around one million species at risk, how do conservationists decide what species to save?;BBC News - Science & Environment;Extinction: A million species at risk, so what is saved?;With around one million species at risk, how do conservationists decide what species to save?;https://www.bbc.co.uk/news/science-environment-50788571;(2019, 12, 28);(0, 24, 42);Sat, 28 Dec 2019 00:24:42 GMT;328e17e33fc3db5d692f535ec0e2c3cb
x;258;New engine tech that could get us to Mars faster. Nasa wants to send humans to Mars one day, but do we have the engines to get us there?;BBC News - Science & Environment;New engine tech that could get us to Mars faster;Nasa wants to send humans to Mars one day, but do we have the engines to get us there?;https://www.bbc.co.uk/news/science-environment-48912458;(2019, 12, 25);(0, 33, 2);Wed, 25 Dec 2019 00:33:02 GMT;493eb768c76a56d3b83c73f0c628ddc3
;259;Climate change: Can Glasgow go carbon neutral?. As more cities declare climate emergencies, we look at how Glasgow aims to cancel out its carbon footprint.;BBC News - Science & Environment;Climate change: Can Glasgow go carbon neutral?;As more cities declare climate emergencies, we look at how Glasgow aims to cancel out its carbon footprint.;https://www.bbc.co.uk/news/science-environment-51141619;(2020, 1, 17);(0, 59, 43);Fri, 17 Jan 2020 00:59:43 GMT;06113c818fdff9e1076d7ce19c60709a
;260;"Sir David Attenborough blasts inaction on climate change. The naturalist and broadcaster has warned that ""the moment of crisis has come"".";BBC News - Science & Environment;Sir David Attenborough blasts inaction on climate change;"The naturalist and broadcaster has warned that ""the moment of crisis has come"".";https://www.bbc.co.uk/news/science-environment-51124318;(2020, 1, 16);(6, 20, 21);Thu, 16 Jan 2020 06:20:21 GMT;af8cb384c51c18c66ffb3a99a73bf1a1
x;261;Taal: Time-lapse of lightning storm swirling round Philippine volcano. Dramatic time-lapse footage shows lightning swirling around the Taal volcano as it spewed ash.;BBC News - Science & Environment;Taal: Time-lapse of lightning storm swirling round Philippine volcano;Dramatic time-lapse footage shows lightning swirling around the Taal volcano as it spewed ash.;https://www.bbc.co.uk/news/world-asia-51083520;(2020, 1, 12);(14, 21, 35);Sun, 12 Jan 2020 14:21:35 GMT;0e0b56adeec92027168a8db8c06cdc4f
x;262;Tackling the Earth's orbiting space junk. How the Japanese firm Astroscale is set to start cleaning up the Earth's orbiting space debris.;BBC News - Science & Environment;Tackling the Earth's orbiting space junk;How the Japanese firm Astroscale is set to start cleaning up the Earth's orbiting space debris.;https://www.bbc.co.uk/news/business-50976292;(2020, 1, 3);(0, 11, 51);Fri, 03 Jan 2020 00:11:51 GMT;cb189a4be4cd5be8ded9dbac19a95a56
