,news,category,title,summary,link,date,time,datetime,ID
295,"Killer plague game tops charts amid coronavirus. Strategy game Plague Inc has become the bestselling app in China, eight years after its release.",BBC News - Technology,Killer plague game tops charts amid coronavirus,"Strategy game Plague Inc has become the bestselling app in China, eight years after its release.",https://www.bbc.co.uk/news/technology-51222796,"(2020, 1, 23)","(14, 1, 50)","Thu, 23 Jan 2020 14:01:50 GMT",e92d10e527313e9f0517db9a6ff04fcc
297,Amazon battles Microsoft over military cloud. It wants to pause a contract awarded by the Pentagon to Microsoft until a court rules on its appeal.,BBC News - Technology,Amazon battles Microsoft over military cloud,It wants to pause a contract awarded by the Pentagon to Microsoft until a court rules on its appeal.,https://www.bbc.co.uk/news/technology-51221074,"(2020, 1, 23)","(13, 47, 46)","Thu, 23 Jan 2020 13:47:46 GMT",35d340a0c2155fc967412153248adddb
300,"Sonos speaker update sparks anger. The firm will end updates for four of its older models, sold between 2006 and 2015.",BBC News - Technology,Sonos speaker update sparks anger,"The firm will end updates for four of its older models, sold between 2006 and 2015.",https://www.bbc.co.uk/news/technology-51206604,"(2020, 1, 22)","(13, 6, 3)","Wed, 22 Jan 2020 13:06:03 GMT",87f8608f0a97b15555c9809465e51bf6
302,FBI 'persuaded Apple to halt iCloud encryption'. Apple was reportedly working on the encryption feature two years ago but the FBI objected.,BBC News - Technology,FBI 'persuaded Apple to halt iCloud encryption',Apple was reportedly working on the encryption feature two years ago but the FBI objected.,https://www.bbc.co.uk/news/technology-51207744,"(2020, 1, 23)","(9, 27, 4)","Thu, 23 Jan 2020 09:27:04 GMT",6014797bf4337f9e1e5b5f635a0946dc
303,GM's Cruise unveils its first driverless vehicle. The launch comes six months after Cruise delayed its self-driving vehicle service in San Francisco.,BBC News - Technology,GM's Cruise unveils its first driverless vehicle,The launch comes six months after Cruise delayed its self-driving vehicle service in San Francisco.,https://www.bbc.co.uk/news/technology-51171398,"(2020, 1, 22)","(7, 4, 47)","Wed, 22 Jan 2020 07:04:47 GMT",8c6bb61a4cbe83ba0432e2ea5f0a001a
304,Could feathers inspire plane wing design and other news. BBC Click's Paul Carter looks at some of the week's best technology stories.,BBC News - Technology,Could feathers inspire plane wing design and other news,BBC Click's Paul Carter looks at some of the week's best technology stories.,https://www.bbc.co.uk/news/technology-51178089,"(2020, 1, 24)","(8, 43, 8)","Fri, 24 Jan 2020 08:43:08 GMT",511093b3672d0e3d9d5e8a9d5bd0a970
307,Spotify's personalised playlist for pets and other news. BBC Click's Paul Carter looks at some of the best of the week's technology news.,BBC News - Technology,Spotify's personalised playlist for pets and other news,BBC Click's Paul Carter looks at some of the best of the week's technology news.,https://www.bbc.co.uk/news/technology-51148061,"(2020, 1, 17)","(11, 25, 38)","Fri, 17 Jan 2020 11:25:38 GMT",e4566e9bef272bd0dab80bd03304a549
308,Smart contact lens: 'It feels seriously sci-fi'. Mojo Vision has revealed its new lens which puts augmented reality in front of your eyes.,BBC News - Technology,Smart contact lens: 'It feels seriously sci-fi',Mojo Vision has revealed its new lens which puts augmented reality in front of your eyes.,https://www.bbc.co.uk/news/technology-51137379,"(2020, 1, 16)","(13, 0, 1)","Thu, 16 Jan 2020 13:00:01 GMT",74988745bcefc5c8d73364321c770ce7
309,Malvern's touchscreen tech secrets now on your radar. Hopes that a new science centre at one of Britain's most secret sites will inspire next generation.,BBC News - Technology,Malvern's touchscreen tech secrets now on your radar,Hopes that a new science centre at one of Britain's most secret sites will inspire next generation.,https://www.bbc.co.uk/news/uk-england-hereford-worcester-51094729,"(2020, 1, 18)","(0, 12, 35)","Sat, 18 Jan 2020 00:12:35 GMT",ba3623333e6cc3edcdd7e6acf204de09
310,What can you use instead of Google and Facebook?. More and more companies are promising privacy online and an alternative to the big internet firms.,BBC News - Technology,What can you use instead of Google and Facebook?,More and more companies are promising privacy online and an alternative to the big internet firms.,https://www.bbc.co.uk/news/business-50460712,"(2020, 1, 24)","(0, 31, 24)","Fri, 24 Jan 2020 00:31:24 GMT",9d9c3c6ff1229f476da113adac7d84a9
311,"Influencers 'being offered thousands for sex'. One influencer said social media had become ""a catalogue"" for men to select their next conquest.",BBC News - Technology,Influencers 'being offered thousands for sex',"One influencer said social media had become ""a catalogue"" for men to select their next conquest.",https://www.bbc.co.uk/news/technology-50828386,"(2020, 1, 20)","(0, 55, 49)","Mon, 20 Jan 2020 00:55:49 GMT",fb39329623e27ab954de098509aaa47f
312,"Robot tanks: On patrol but not allowed to shoot. Sophisticated unmanned mini-tanks patrol alongside soldiers, but humans still decide when to shoot.",BBC News - Technology,Robot tanks: On patrol but not allowed to shoot,"Sophisticated unmanned mini-tanks patrol alongside soldiers, but humans still decide when to shoot.",https://www.bbc.co.uk/news/business-50387954,"(2020, 1, 21)","(0, 0, 15)","Tue, 21 Jan 2020 00:00:15 GMT",9ed623f8e93a0abd5c85d4e7bd29c78e
313,Apple may have to abandon Lightning connector cable. European Parliament members want all tech giants to adopt a single universal charging method.,BBC News - Technology,Apple may have to abandon Lightning connector cable,European Parliament members want all tech giants to adopt a single universal charging method.,https://www.bbc.co.uk/news/technology-51137069,"(2020, 1, 17)","(2, 53, 4)","Fri, 17 Jan 2020 02:53:04 GMT",284790ed5f34f9b173c4fa1213e2bfb0
314,"More precious than gold: Why the metal palladium is soaring. The price of the precious metal palladium has hit a record high of $2,500 an ounce as demand rises.",BBC News - Technology,More precious than gold: Why the metal palladium is soaring,"The price of the precious metal palladium has hit a record high of $2,500 an ounce as demand rises.",https://www.bbc.co.uk/news/business-51171391,"(2020, 1, 20)","(4, 5, 20)","Mon, 20 Jan 2020 04:05:20 GMT",e95e88c255bb01f81c3a5388e4bbfb2e
315,US officials ground drones over espionage fears. US officials are reviewing a civilian drone programme because of concerns about Chinese infiltration.,BBC News - Technology,US officials ground drones over espionage fears,US officials are reviewing a civilian drone programme because of concerns about Chinese infiltration.,https://www.bbc.co.uk/news/world-us-canada-51100759,"(2020, 1, 16)","(22, 20, 33)","Thu, 16 Jan 2020 22:20:33 GMT",7a29e78099ab2040e760ef9b7a82e7bd
316,Microsoft ends Windows 7 support: What should you do?. The 10-year-old operating system will stop receiving updates from Tuesday.,BBC News - Technology,Microsoft ends Windows 7 support: What should you do?,The 10-year-old operating system will stop receiving updates from Tuesday.,https://www.bbc.co.uk/news/technology-51090407,"(2020, 1, 13)","(15, 14, 49)","Mon, 13 Jan 2020 15:14:49 GMT",e4f56448511e7bd3a1184beda3de79dd
317,How Top Gear overcame its 'problem phase'. How the BBC Two motoring show turned its fortunes around after a turbulent few years.,BBC News - Entertainment & Arts,How Top Gear overcame its 'problem phase',How the BBC Two motoring show turned its fortunes around after a turbulent few years.,https://www.bbc.co.uk/news/entertainment-arts-51137358,"(2020, 1, 24)","(0, 52, 9)","Fri, 24 Jan 2020 00:52:09 GMT",05f038fcdf6d08b4427e95c25fe0206a
318,"Taylor Swift reveals eating disorder in Netflix documentary. The star felt she would ""pass out"" during shows after developing an unhealthy relationship with food.",BBC News - Entertainment & Arts,Taylor Swift reveals eating disorder in Netflix documentary,"The star felt she would ""pass out"" during shows after developing an unhealthy relationship with food.",https://www.bbc.co.uk/news/entertainment-arts-51234055,"(2020, 1, 24)","(9, 50, 36)","Fri, 24 Jan 2020 09:50:36 GMT",2371c89a191f2790bb33d63cb45bf4d3
319,American Dirt: Oprah book club pick suffers Latino backlash. A new novel about a family fleeing Mexico for the US spurs a fierce debate over fiction writing.,BBC News - Entertainment & Arts,American Dirt: Oprah book club pick suffers Latino backlash,A new novel about a family fleeing Mexico for the US spurs a fierce debate over fiction writing.,https://www.bbc.co.uk/news/world-us-canada-51230164,"(2020, 1, 23)","(22, 36, 21)","Thu, 23 Jan 2020 22:36:21 GMT",25584ab1950261e1731517bd0cff9778
320,Grammy Awards boss 'has evidence' votes were 'rigged'. Deborah Dugan gives her first interview since being suspended as CEO of the Recording Academy.,BBC News - Entertainment & Arts,Grammy Awards boss 'has evidence' votes were 'rigged',Deborah Dugan gives her first interview since being suspended as CEO of the Recording Academy.,https://www.bbc.co.uk/news/entertainment-arts-51221137,"(2020, 1, 24)","(9, 46, 24)","Fri, 24 Jan 2020 09:46:24 GMT",db4265ff45d8756f9c7b87214dc31a3c
321,"Jessica Andrews wins Portico Prize for novel about female 'poetry and power'. Jessica Andrews' Saltwater wins the Portico Prize, for books that ""evoke the spirit of the north"".",BBC News - Entertainment & Arts,Jessica Andrews wins Portico Prize for novel about female 'poetry and power',"Jessica Andrews' Saltwater wins the Portico Prize, for books that ""evoke the spirit of the north"".",https://www.bbc.co.uk/news/entertainment-arts-51222112,"(2020, 1, 23)","(22, 17, 54)","Thu, 23 Jan 2020 22:17:54 GMT",7c18ae315a36a88a4ca8fdf02febc5be
322,"Annabella Sciorra says Harvey Weinstein brutally raped her. ""I couldn't fight anymore because he had my hands locked,"" the Sopranos actress tells the trial.",BBC News - Entertainment & Arts,Annabella Sciorra says Harvey Weinstein brutally raped her,"""I couldn't fight anymore because he had my hands locked,"" the Sopranos actress tells the trial.",https://www.bbc.co.uk/news/world-us-canada-51225608,"(2020, 1, 23)","(21, 8, 43)","Thu, 23 Jan 2020 21:08:43 GMT",1f6084261eb863865f32902c46d67f16
323,"Eminem lyrics: Rapper says album was 'not made for the squeamish'. The rapper says controversial lyrics on his latest album are ""designed to shock"".",BBC News - Entertainment & Arts,Eminem lyrics: Rapper says album was 'not made for the squeamish',"The rapper says controversial lyrics on his latest album are ""designed to shock"".",https://www.bbc.co.uk/news/entertainment-arts-51226817,"(2020, 1, 23)","(16, 56, 14)","Thu, 23 Jan 2020 16:56:14 GMT",9dbf95eac4de5cc2fa8f64f3746c010e
324,"Victoria Derbyshire 'absolutely devastated' after her TV show is cut. The BBC says it ""is no longer cost-effective"" to keep The Victoria Derbyshire Show on air.",BBC News - Entertainment & Arts,Victoria Derbyshire 'absolutely devastated' after her TV show is cut,"The BBC says it ""is no longer cost-effective"" to keep The Victoria Derbyshire Show on air.",https://www.bbc.co.uk/news/entertainment-arts-51225087,"(2020, 1, 23)","(15, 54, 44)","Thu, 23 Jan 2020 15:54:44 GMT",f45f84b23b7971b79f102fbfb2e1b16e
325,Jessica Simpson reveals childhood sexual abuse. The singer reveals in her new book how a childhood incident led to a reliance on drugs and alcohol.,BBC News - Entertainment & Arts,Jessica Simpson reveals childhood sexual abuse,The singer reveals in her new book how a childhood incident led to a reliance on drugs and alcohol.,https://www.bbc.co.uk/news/entertainment-arts-51219549,"(2020, 1, 23)","(9, 57, 46)","Thu, 23 Jan 2020 09:57:46 GMT",1cf2b1a905c1ca2ab6d9951279c99642
326,"Does Russia's new culture minister hate the arts?. Olga Lyubimova knows about film and TV production, but once apparently admitted loathing many art forms.",BBC News - Entertainment & Arts,Does Russia's new culture minister hate the arts?,"Olga Lyubimova knows about film and TV production, but once apparently admitted loathing many art forms.",https://www.bbc.co.uk/news/world-europe-51220594,"(2020, 1, 23)","(13, 52, 49)","Thu, 23 Jan 2020 13:52:49 GMT",e408a6b69d13c572a41c52a700669e85
327,"He was jailed for making music - but he won't stop. Mehdi Rajabian was arrested and imprisoned for his music but he insists, ""no power can stop art"".",BBC News - Entertainment & Arts,He was jailed for making music - but he won't stop,"Mehdi Rajabian was arrested and imprisoned for his music but he insists, ""no power can stop art"".",https://www.bbc.co.uk/news/entertainment-arts-51188865,"(2020, 1, 23)","(1, 34, 38)","Thu, 23 Jan 2020 01:34:38 GMT",100a28c326de620956e558bb1bac63e1
328,Stars turn out for Jean-Paul Gaultier's final show. French fashion designer Jean-Paul Gaultier ends a 50-year career with his last couture runway show.,BBC News - Entertainment & Arts,Stars turn out for Jean-Paul Gaultier's final show,French fashion designer Jean-Paul Gaultier ends a 50-year career with his last couture runway show.,https://www.bbc.co.uk/news/world-51214874,"(2020, 1, 23)","(9, 13, 12)","Thu, 23 Jan 2020 09:13:12 GMT",e2fdbcfdefa462ddb7b14af603cb1bf2
329,The writers breathing life into black British history. Several little-known but remarkable stories of the 18th and 19th Centuries are being told on stage.,BBC News - Entertainment & Arts,The writers breathing life into black British history,Several little-known but remarkable stories of the 18th and 19th Centuries are being told on stage.,https://www.bbc.co.uk/news/entertainment-arts-51177299,"(2020, 1, 22)","(0, 10, 7)","Wed, 22 Jan 2020 00:10:07 GMT",bebf55f9a778e71a0bb29f6d8f28e6bf
330,"Terry Jones obituary: Master of the absurd. The life of the actor, writer and director who found fame as a member of the Monty Python team.",BBC News - Entertainment & Arts,Terry Jones obituary: Master of the absurd,"The life of the actor, writer and director who found fame as a member of the Monty Python team.",https://www.bbc.co.uk/news/entertainment-arts-30116194,"(2020, 1, 22)","(12, 54, 24)","Wed, 22 Jan 2020 12:54:24 GMT",5bc938c8b9f36a1eaa72121ccf685841
331,"Eminem 'crossed a line', says Courteeners singer. Chart rival Liam Fray ""feels sorry"" for the rapper over his Ariana Grande-Manchester bomb lyrics.",BBC News - Entertainment & Arts,"Eminem 'crossed a line', says Courteeners singer","Chart rival Liam Fray ""feels sorry"" for the rapper over his Ariana Grande-Manchester bomb lyrics.",https://www.bbc.co.uk/news/entertainment-arts-51173445,"(2020, 1, 20)","(19, 47, 12)","Mon, 20 Jan 2020 19:47:12 GMT",be54e6cf62e682224748ff2242f8cebc
332,What high fashion is doing about cultural appropriation. Commes Des Garçons became the latest fashion house to cause offence at Paris Fashion Week on Friday.,BBC News - Entertainment & Arts,What high fashion is doing about cultural appropriation,Commes Des Garçons became the latest fashion house to cause offence at Paris Fashion Week on Friday.,https://www.bbc.co.uk/news/newsbeat-51177738,"(2020, 1, 21)","(10, 6, 3)","Tue, 21 Jan 2020 10:06:03 GMT",949a675f6eee66ebf5934e2a24812afa
334,Jean-Paul Gaultier's last fashion show. The French designer has said goodbye to his 50-year runway career in Paris but says he will not stop working.,BBC News - Entertainment & Arts,Jean-Paul Gaultier's last fashion show,The French designer has said goodbye to his 50-year runway career in Paris but says he will not stop working.,https://www.bbc.co.uk/news/uk-51223914,"(2020, 1, 23)","(12, 35, 43)","Thu, 23 Jan 2020 12:35:43 GMT",850dd2a300a256438f3af642c9a05e73
335,Oscar-nominated filmmaker Chris Butler's top animation tips. Chris Butler caused an upset when Missing Link beat Toy Story 4 in the Golden Globes.,BBC News - Entertainment & Arts,Oscar-nominated filmmaker Chris Butler's top animation tips,Chris Butler caused an upset when Missing Link beat Toy Story 4 in the Golden Globes.,https://www.bbc.co.uk/news/uk-england-merseyside-51225414,"(2020, 1, 23)","(14, 40, 39)","Thu, 23 Jan 2020 14:40:39 GMT",e841d166ac8d74e484d9f2308c8512c6
336,"‘I shall think of him exploding’ - Cleese on Jones. John Cleese pays tribute to his Monty Python co-star Terry Jones, who has died aged 77.",BBC News - Entertainment & Arts,‘I shall think of him exploding’ - Cleese on Jones,"John Cleese pays tribute to his Monty Python co-star Terry Jones, who has died aged 77.",https://www.bbc.co.uk/news/uk-51215044,"(2020, 1, 23)","(9, 34, 11)","Thu, 23 Jan 2020 09:34:11 GMT",f38445a8dd74c0097da889f27822bf2a
337,"Palin's emotional tribute to Terry Jones. Sir Michael Palin pays tribute to his Monty Python co-star Terry Jones, who has died aged 77.",BBC News - Entertainment & Arts,Palin's emotional tribute to Terry Jones,"Sir Michael Palin pays tribute to his Monty Python co-star Terry Jones, who has died aged 77.",https://www.bbc.co.uk/news/entertainment-arts-51215814,"(2020, 1, 22)","(20, 43, 48)","Wed, 22 Jan 2020 20:43:48 GMT",2760cb6667df69df55d9e72ec6cc41f9
